Season,Week,SKU,WTP,SC_A,SC_B,SC_C
14,1,B,686,0,0,0
14,1,B,723,1,0,0
14,1,B,493,1,0,0
14,1,B,360,0,0,1
14,1,C,393,0,0,0
14,1,C,341,0,0,0
14,1,C,702,0,1,0
14,1,C,841,0,0,0
14,1,C,152,0,0,0
14,1,C,164,0,1,0
14,1,C,833,0,0,0
14,1,C,681,0,0,0
14,1,C,462,0,0,0
14,1,C,767,0,0,0
14,1,C,100,0,0,0
14,1,C,148,0,0,0
14,1,C,654,0,0,0
14,2,A,428,0,0,0
14,2,A,312,0,1,0
14,2,A,35,0,0,0
14,2,A,6,0,1,0
14,2,A,760,0,0,0
14,2,A,446,0,0,0
14,2,B,899,0,0,0
14,2,B,870,0,0,0
14,2,B,947,0,0,0
14,2,C,568,0,0,0
14,2,C,969,0,1,0
14,2,C,513,0,1,0
14,2,C,189,0,0,0
14,2,C,139,0,0,0
14,2,C,848,0,0,0
14,2,C,911,0,1,0
14,2,C,269,0,0,0
14,2,C,94,0,0,0
14,3,A,111,0,0,0
14,3,A,711,0,0,0
14,3,A,522,0,0,0
14,3,A,905,0,0,0
14,3,B,49,0,0,0
14,3,B,875,0,0,1
14,3,B,703,0,0,0
14,3,B,57,0,0,0
14,3,B,999,0,0,1
14,3,C,75,0,0,0
14,4,A,536,0,0,0
14,4,A,755,0,1,0
14,4,A,202,0,0,0
14,4,A,137,0,1,0
14,4,A,959,0,1,0
14,4,A,26,0,0,0
14,4,A,175,0,0,0
14,4,B,142,0,0,0
14,4,B,367,0,0,1
14,4,B,3,0,0,0
14,4,B,28,0,0,1
14,4,B,797,0,0,1
14,4,B,554,0,0,0
14,4,B,776,0,0,0
14,4,C,424,0,0,0
14,4,C,604,0,1,0
14,4,C,781,0,0,0
14,4,C,730,0,0,0
14,4,C,371,0,0,0
14,4,C,118,0,1,0
14,4,C,728,0,0,0
14,4,C,77,0,0,0
14,4,C,133,0,0,0
14,4,C,342,0,0,0
14,4,C,867,0,0,0
14,5,A,732,0,0,0
14,5,A,860,0,0,0
14,5,A,794,0,0,1
14,5,A,644,0,1,0
14,5,A,514,0,0,0
14,5,A,244,0,0,0
14,5,A,285,0,0,0
14,5,A,379,0,0,0
14,5,A,931,0,1,0
14,5,B,413,0,0,0
14,5,B,566,0,0,1
14,5,B,0,0,0,0
14,5,B,573,0,0,0
14,5,B,158,0,0,0
14,5,B,604,0,0,0
14,5,C,529,0,0,0
14,5,C,447,0,0,0
14,5,C,144,0,0,0
14,5,C,987,0,0,0
14,5,C,564,0,0,0
14,5,C,484,0,0,0
14,5,C,555,0,0,0
14,6,A,395,0,0,0
14,6,A,84,0,0,0
14,6,A,394,0,0,0
14,6,A,616,0,1,0
14,6,A,907,0,0,0
14,6,A,541,0,0,0
14,6,A,859,0,0,0
14,6,A,393,0,0,0
14,6,A,142,0,0,1
14,6,A,466,0,0,0
14,6,A,576,0,1,0
14,6,A,795,0,1,0
14,6,A,244,0,0,0
14,6,B,829,1,0,0
14,6,B,829,0,0,0
14,6,B,160,0,0,1
14,6,B,571,0,0,0
14,6,B,36,0,0,0
14,6,B,882,0,0,0
14,6,B,40,0,0,1
14,6,B,124,0,0,1
14,6,B,693,0,0,0
14,6,B,304,1,0,0
14,6,B,950,0,0,0
14,6,B,799,0,0,0
14,6,C,848,0,0,0
14,6,C,957,0,0,0
14,6,C,909,0,0,0
14,6,C,523,0,0,0
14,6,C,219,0,0,0
14,6,C,741,0,1,0
14,6,C,310,0,0,0
14,7,A,553,0,1,0
14,7,A,236,0,1,0
14,7,A,305,0,1,0
14,7,A,155,0,0,0
14,7,A,232,0,1,0
14,7,A,269,0,0,0
14,7,A,174,0,0,0
14,7,A,374,0,0,0
14,7,A,322,0,0,0
14,7,B,229,1,0,0
14,7,B,497,0,0,0
14,7,B,505,0,0,1
14,7,B,136,0,0,0
14,7,C,268,0,0,0
14,7,C,324,0,0,0
14,7,C,308,0,0,0
14,7,C,491,0,0,0
14,7,C,237,0,0,0
14,7,C,391,0,0,0
14,8,A,343,0,0,0
14,8,A,419,0,0,0
14,8,A,128,0,0,0
14,8,A,112,0,1,0
14,8,A,67,0,0,0
14,8,B,52,0,0,0
14,8,B,160,0,0,1
14,8,B,294,0,0,0
14,8,B,513,0,0,0
14,8,B,223,1,0,0
14,8,B,242,0,0,1
14,8,C,208,0,0,0
14,8,C,132,0,0,0
14,8,C,491,0,0,0
14,8,C,365,0,1,0
14,8,C,375,0,0,0
14,8,C,173,0,0,0
14,8,C,187,0,0,0
14,8,C,498,0,0,0
14,9,A,594,0,0,0
14,9,A,89,0,0,0
14,9,A,256,0,0,0
14,9,A,108,0,1,0
14,9,A,449,0,1,0
14,9,A,513,0,0,0
14,9,A,438,0,0,1
14,9,A,332,0,0,0
14,9,A,504,0,0,0
14,9,A,541,0,0,1
14,9,A,42,0,1,0
14,9,A,288,0,0,0
14,9,A,342,0,0,0
14,9,A,80,0,0,0
14,9,A,359,0,0,0
14,9,A,590,0,0,0
14,9,A,531,0,0,0
14,9,A,148,0,1,0
14,9,A,363,0,0,0
14,9,A,400,0,0,0
14,9,A,52,0,0,0
14,9,B,331,0,0,1
14,9,B,395,0,0,0
14,9,B,336,0,0,0
14,9,B,269,0,0,0
14,9,B,18,0,0,0
14,9,B,356,0,0,0
14,9,B,373,0,0,0
14,9,B,367,0,0,1
14,9,B,401,0,0,0
14,9,B,201,0,0,0
14,9,B,543,0,0,0
14,9,B,326,1,0,0
14,9,B,374,0,0,0
14,9,B,430,0,0,0
14,9,B,80,0,0,0
14,9,C,511,0,0,0
14,9,C,16,0,0,0
14,9,C,226,0,0,0
14,9,C,482,0,0,0
14,9,C,124,0,0,0
14,9,C,120,0,0,0
14,9,C,395,0,0,0
14,9,C,335,0,0,0
14,9,C,483,0,1,0
14,9,C,57,0,0,0
14,9,C,21,0,1,0
14,9,C,389,0,0,0
14,9,C,364,0,0,0
14,9,C,505,0,0,0
14,10,A,383,0,0,0
14,10,A,260,0,0,0
14,10,A,581,0,0,0
14,10,A,474,0,0,0
14,10,A,329,0,0,1
14,10,A,385,0,0,1
14,10,A,101,0,1,0
14,10,A,95,0,0,0
14,10,A,52,0,1,0
14,10,B,439,0,0,1
14,10,B,515,0,0,0
14,10,B,565,0,0,1
14,10,B,582,0,0,1
14,10,B,97,1,0,0
14,10,B,469,0,0,0
14,10,B,428,0,0,0
14,10,B,319,0,0,0
14,10,B,599,0,0,1
14,10,B,470,0,0,0
14,10,B,544,0,0,0
14,10,C,476,0,0,0
14,10,C,108,0,0,0
14,10,C,455,0,0,0
14,10,C,344,0,0,0
14,10,C,542,0,0,0
14,10,C,4,0,0,0
14,10,C,252,0,0,0
14,10,C,442,0,0,0
14,10,C,4,0,0,0
14,10,C,525,0,0,0
15,1,A,117,0,1,0
15,1,A,173,0,1,0
15,1,A,551,0,0,0
15,1,A,469,0,0,0
15,1,B,627,0,0,1
15,1,B,167,0,0,0
15,1,B,134,0,0,0
15,1,B,921,0,0,0
15,1,B,301,0,0,0
15,1,B,540,0,0,0
15,1,B,245,1,0,0
15,1,B,338,0,0,0
15,1,C,519,0,0,0
15,1,C,249,0,0,0
15,1,C,319,0,0,0
15,1,C,33,0,0,0
15,1,C,709,0,0,0
15,1,C,821,0,0,0
15,1,C,334,0,0,0
15,1,C,521,0,0,0
15,2,A,995,0,1,0
15,2,A,731,0,1,0
15,2,A,439,0,0,0
15,2,A,427,0,0,0
15,2,A,7,0,0,0
15,2,A,385,0,0,0
15,2,A,586,0,0,0
15,2,A,308,0,0,0
15,2,A,813,0,0,0
15,2,A,365,0,1,0
15,2,A,597,0,0,0
15,2,B,534,1,0,0
15,2,B,447,0,0,0
15,2,B,27,0,0,1
15,2,B,645,0,0,1
15,2,B,68,0,0,1
15,2,B,467,0,0,0
15,2,C,309,0,1,0
15,2,C,474,0,0,0
15,2,C,869,0,0,0
15,2,C,675,0,0,0
15,2,C,303,0,0,0
15,2,C,829,0,1,0
15,2,C,53,0,0,0
15,2,C,586,0,0,0
15,2,C,771,0,0,0
15,2,C,40,0,0,0
15,2,C,581,0,0,0
15,3,A,687,0,0,0
15,3,A,843,0,0,0
15,3,A,289,0,0,0
15,3,A,626,0,1,0
15,3,A,675,0,1,0
15,3,A,428,0,0,0
15,3,A,272,0,0,0
15,3,B,772,0,0,1
15,3,B,793,0,0,1
15,3,B,81,0,0,0
15,3,B,412,0,0,0
15,3,B,182,0,0,0
15,3,B,675,0,0,0
15,3,B,324,0,0,1
15,3,B,140,0,0,0
15,3,B,390,0,0,1
15,3,C,19,0,0,0
15,3,C,40,0,1,0
15,3,C,524,0,1,0
15,3,C,704,0,0,0
15,3,C,97,0,0,0
15,3,C,365,0,0,0
15,3,C,115,0,0,0
15,3,C,593,0,0,0
15,3,C,418,0,0,0
15,3,C,643,0,1,0
15,4,A,99,0,1,0
15,4,A,507,0,0,0
15,4,A,969,0,0,0
15,4,A,880,0,0,0
15,4,A,555,0,1,0
15,4,B,786,0,0,1
15,4,B,236,0,0,0
15,4,B,38,0,0,0
15,4,B,715,1,0,0
15,4,B,762,0,0,0
15,4,B,368,0,0,0
15,4,B,429,0,0,0
15,4,B,933,1,0,0
15,4,C,706,0,0,0
15,4,C,768,0,0,0
15,4,C,419,0,0,0
15,4,C,471,0,0,0
15,4,C,202,0,0,0
15,4,C,280,0,0,0
15,4,C,562,0,0,0
15,4,C,635,0,0,0
15,4,C,828,0,0,0
15,4,C,922,0,0,0
15,5,A,603,0,0,0
15,5,A,273,0,0,0
15,5,A,241,0,0,0
15,5,A,404,0,0,0
15,5,A,227,0,1,0
15,5,A,551,0,0,0
15,5,A,272,0,0,0
15,5,B,520,0,0,0
15,5,B,436,0,0,0
15,5,B,850,0,0,1
15,5,B,31,0,0,0
15,5,C,601,0,0,0
15,5,C,209,0,0,0
15,5,C,814,0,0,0
15,5,C,32,0,0,0
15,5,C,993,0,0,0
15,5,C,205,0,0,0
15,6,A,427,0,1,0
15,6,A,393,0,0,0
15,6,A,364,0,0,0
15,6,A,413,0,0,1
15,6,A,346,0,0,0
15,6,B,565,0,0,1
15,6,B,747,0,0,1
15,6,B,109,0,0,0
15,6,C,312,0,0,0
15,6,C,658,0,1,0
15,6,C,3,0,0,0
15,6,C,167,0,0,0
15,7,A,452,0,1,0
15,7,A,11,0,1,0
15,7,A,590,0,0,0
15,7,A,438,0,0,0
15,7,A,368,0,0,0
15,7,A,21,0,0,0
15,7,A,92,0,1,0
15,7,A,406,0,0,0
15,7,A,284,0,0,0
15,7,A,143,0,0,1
15,7,A,293,0,0,0
15,7,A,183,0,0,0
15,7,A,202,0,0,0
15,7,A,79,0,0,1
15,7,A,482,0,0,0
15,7,A,143,0,0,1
15,7,A,591,0,0,0
15,7,A,387,0,0,0
15,7,B,574,0,0,0
15,7,B,126,0,0,0
15,7,B,176,0,0,1
15,7,B,292,1,0,0
15,7,B,274,0,0,1
15,7,B,348,0,0,1
15,7,B,342,0,0,0
15,7,C,588,0,0,0
15,7,C,362,0,0,0
15,7,C,368,0,0,0
15,7,C,308,0,1,0
15,7,C,250,0,0,0
15,7,C,311,0,0,0
15,7,C,95,0,0,0
15,7,C,82,0,0,0
15,7,C,594,0,0,0
15,7,C,495,0,0,0
15,8,A,592,0,0,0
15,8,A,496,0,0,0
15,8,A,182,0,1,0
15,8,A,415,0,0,1
15,8,A,400,0,0,1
15,8,A,267,0,0,1
15,8,A,46,0,0,0
15,8,A,114,0,0,0
15,8,A,232,0,0,0
15,8,A,600,0,1,0
15,8,B,403,0,0,1
15,8,B,384,1,0,0
15,8,B,353,1,0,0
15,8,B,61,1,0,0
15,8,B,447,0,0,0
15,8,B,46,0,0,0
15,8,B,392,0,0,1
15,8,B,482,0,0,1
15,8,B,585,0,0,1
15,8,C,279,0,0,0
15,8,C,411,0,0,0
15,8,C,352,0,0,0
15,8,C,551,0,0,0
15,8,C,401,0,0,0
15,9,A,255,0,0,1
15,9,A,302,0,0,0
15,9,A,345,0,0,0
15,9,A,573,0,0,0
15,9,A,563,0,0,0
15,9,A,418,0,0,0
15,9,A,291,0,1,0
15,9,A,502,0,1,0
15,9,A,26,0,0,0
15,9,A,330,0,0,0
15,9,A,96,0,1,0
15,9,A,188,0,0,0
15,9,A,118,0,0,0
15,9,A,94,0,1,0
15,9,A,118,0,0,0
15,9,A,373,0,0,1
15,9,A,405,0,0,0
15,9,A,392,0,0,0
15,9,A,455,0,0,1
15,9,A,472,0,0,0
15,9,A,593,0,0,0
15,9,A,410,0,0,0
15,9,B,128,0,0,0
15,9,B,519,0,0,0
15,9,B,253,0,0,0
15,9,B,428,0,0,0
15,9,B,4,0,0,1
15,9,B,75,0,0,1
15,9,B,494,0,0,0
15,9,B,316,0,0,0
15,9,B,447,0,0,0
15,9,B,502,0,0,1
15,9,B,526,0,0,0
15,9,B,16,0,0,0
15,9,B,144,0,0,0
15,9,B,389,0,0,0
15,9,B,377,0,0,0
15,9,B,50,0,0,0
15,9,C,309,0,0,0
15,9,C,360,0,0,0
15,9,C,385,0,0,0
15,9,C,400,0,0,0
15,9,C,407,0,0,0
15,9,C,535,0,0,0
15,9,C,340,0,0,0
15,9,C,335,0,0,0
15,9,C,40,0,0,0
15,9,C,383,0,0,0
15,9,C,345,0,0,0
15,9,C,110,0,0,0
15,9,C,193,0,0,0
15,9,C,143,0,0,0
15,9,C,317,0,0,0
15,10,A,349,0,0,0
15,10,A,295,0,1,0
15,10,A,354,0,0,0
15,10,A,370,0,0,0
15,10,A,270,0,1,0
15,10,A,557,0,1,0
15,10,A,421,0,0,0
15,10,A,34,0,0,0
15,10,A,597,0,0,0
15,10,A,475,0,1,0
15,10,A,119,0,0,0
15,10,A,144,0,0,0
15,10,A,290,0,0,0
15,10,A,561,0,0,0
15,10,B,578,0,0,0
15,10,B,119,0,0,0
15,10,B,46,0,0,0
15,10,B,456,0,0,1
15,10,B,410,0,0,1
15,10,B,295,0,0,1
15,10,B,419,0,0,0
15,10,B,593,0,0,0
15,10,B,399,0,0,0
15,10,B,252,0,0,1
15,10,B,18,1,0,0
15,10,B,105,0,0,0
15,10,B,549,1,0,0
15,10,C,556,0,0,0
15,10,C,88,0,0,0
15,10,C,417,0,0,0
15,10,C,200,0,0,0
15,10,C,451,0,0,0
15,10,C,156,0,0,0
15,10,C,376,0,0,0
15,10,C,144,0,1,0
15,10,C,257,0,0,0
15,10,C,586,0,0,0
15,10,C,324,0,0,0
15,10,C,165,0,0,0
15,10,C,112,0,0,0
15,10,C,2,0,0,0
15,10,C,200,0,0,0
15,10,C,145,0,0,0
15,10,C,444,0,0,0
15,10,C,177,0,0,0
15,10,C,225,0,0,0
15,10,C,554,0,0,0
15,10,C,296,0,0,0
16,1,A,127,0,1,0
16,1,A,397,0,0,0
16,1,A,679,0,0,0
16,1,A,872,0,0,0
16,1,A,740,0,1,0
16,1,A,499,0,1,0
16,1,A,464,0,0,0
16,1,A,99,0,0,0
16,1,A,513,0,0,0
16,1,A,307,0,0,0
16,1,B,201,0,0,1
16,1,B,49,0,0,0
16,1,B,146,0,0,0
16,1,B,514,0,0,0
16,1,B,80,0,0,1
16,1,C,201,0,1,0
16,1,C,248,0,0,0
16,1,C,621,0,0,0
16,1,C,130,0,0,0
16,1,C,484,0,0,0
16,1,C,19,0,0,0
16,1,C,333,0,0,0
16,1,C,486,0,0,0
16,1,C,782,0,0,0
16,1,C,882,0,0,0
16,1,C,999,0,0,0
16,2,A,305,0,1,0
16,2,A,114,0,0,0
16,2,A,524,0,0,0
16,2,A,869,0,1,0
16,2,A,921,0,0,0
16,2,B,223,0,0,0
16,2,B,42,0,0,0
16,2,B,880,0,0,1
16,2,B,635,0,0,1
16,2,B,848,1,0,0
16,2,B,642,0,0,0
16,2,B,784,0,0,1
16,2,B,783,0,0,0
16,2,B,896,0,0,0
16,2,B,389,0,0,1
16,2,C,90,0,0,0
16,2,C,661,0,0,0
16,2,C,792,0,0,0
16,2,C,68,0,0,0
16,2,C,98,0,0,0
16,2,C,50,0,0,0
16,2,C,799,0,0,0
16,2,C,740,0,0,0
16,2,C,561,0,0,0
16,2,C,239,0,0,0
16,2,C,720,0,0,0
16,2,C,659,0,0,0
16,3,A,678,0,0,0
16,3,A,885,0,0,0
16,3,B,73,0,0,0
16,3,B,601,0,0,0
16,3,B,112,1,0,0
16,3,B,816,0,0,1
16,3,B,433,0,0,0
16,3,B,707,0,0,0
16,3,B,85,0,0,1
16,3,B,161,0,0,0
16,3,C,916,0,1,0
16,3,C,747,0,0,0
16,3,C,300,0,0,0
16,3,C,491,0,0,0
16,3,C,558,0,0,0
16,3,C,498,0,0,0
16,4,A,682,0,0,0
16,4,A,259,0,0,0
16,4,A,220,0,0,0
16,4,A,253,0,1,0
16,4,A,407,0,0,0
16,4,B,371,0,0,0
16,4,B,788,0,0,0
16,4,B,58,0,0,0
16,4,B,424,1,0,0
16,4,B,279,0,0,1
16,4,B,756,0,0,1
16,4,B,612,0,0,0
16,4,B,845,0,0,1
16,4,B,123,0,0,0
16,4,B,285,0,0,0
16,4,C,808,0,1,0
16,4,C,286,0,0,0
16,4,C,912,0,0,0
16,5,A,33,0,1,0
16,5,A,562,0,0,0
16,5,A,460,0,1,0
16,5,A,67,0,1,0
16,5,A,274,0,0,0
16,5,A,175,0,0,0
16,5,A,659,0,0,0
16,5,B,920,0,0,1
16,5,B,938,0,0,0
16,5,B,679,0,0,0
16,5,B,504,0,0,0
16,5,B,523,0,0,0
16,5,C,352,0,0,0
16,5,C,530,0,0,0
16,5,C,142,0,0,0
16,5,C,635,0,0,0
16,5,C,750,0,0,0
16,5,C,882,0,0,0
16,6,A,864,0,0,0
16,6,A,79,0,0,0
16,6,B,973,0,0,0
16,6,B,198,1,0,0
16,6,B,619,0,0,0
16,6,B,468,0,0,1
16,6,B,779,0,0,1
16,6,B,10,0,0,0
16,6,B,923,0,0,0
16,6,B,839,0,0,0
16,6,B,963,0,0,1
16,6,B,910,1,0,0
16,6,B,168,0,0,1
16,6,B,945,0,0,0
16,6,B,708,0,0,1
16,6,B,362,0,0,1
16,6,C,135,0,0,0
16,6,C,211,0,0,0
16,6,C,747,0,0,0
16,6,C,794,0,0,0
16,6,C,479,0,0,0
16,6,C,717,0,1,0
16,6,C,842,0,0,0
16,7,A,24,0,1,0
16,7,A,375,0,0,0
16,7,A,385,0,0,0
16,7,A,394,0,0,0
16,7,A,280,0,0,0
16,7,A,558,0,0,0
16,7,B,406,0,0,0
16,7,B,88,0,0,0
16,7,B,335,0,0,0
16,7,B,158,0,0,0
16,7,B,166,0,0,0
16,7,B,243,0,0,0
16,7,B,329,1,0,0
16,7,B,41,0,0,0
16,7,C,103,0,1,0
16,7,C,202,0,0,0
16,7,C,20,0,0,0
16,7,C,362,0,0,0
16,8,A,179,0,0,0
16,8,A,504,0,1,0
16,8,A,427,0,1,0
16,8,A,401,0,1,0
16,8,A,539,0,0,0
16,8,A,454,0,0,0
16,8,A,138,0,1,0
16,8,B,97,0,0,0
16,8,B,40,1,0,0
16,8,B,336,0,0,0
16,8,B,194,0,0,1
16,8,B,441,0,0,1
16,8,B,349,0,0,1
16,8,B,138,0,0,0
16,8,B,316,0,0,0
16,8,B,165,0,0,0
16,8,B,227,0,0,1
16,8,B,72,0,0,0
16,8,B,288,0,0,1
16,8,B,53,1,0,0
16,8,B,255,1,0,0
16,8,B,566,0,0,0
16,8,B,504,0,0,0
16,8,B,524,0,0,0
16,8,C,351,0,0,0
16,8,C,179,0,0,0
16,8,C,86,0,0,0
16,8,C,440,0,0,0
16,8,C,150,0,1,0
16,8,C,193,0,0,0
16,8,C,160,0,0,0
16,8,C,201,0,0,0
16,8,C,56,0,0,0
16,9,A,189,0,1,0
16,9,A,489,0,0,0
16,9,A,59,0,0,0
16,9,A,352,0,0,0
16,9,A,111,0,0,0
16,9,A,496,0,0,0
16,9,A,523,0,0,0
16,9,A,230,0,1,0
16,9,A,161,0,1,0
16,9,A,79,0,1,0
16,9,A,357,0,0,0
16,9,A,241,0,1,0
16,9,A,196,0,1,0
16,9,A,119,0,1,0
16,9,B,236,1,0,0
16,9,B,266,0,0,1
16,9,B,363,0,0,0
16,9,B,329,0,0,0
16,9,B,352,0,0,1
16,9,B,473,0,0,1
16,9,B,564,0,0,0
16,9,B,419,0,0,1
16,9,B,588,0,0,0
16,9,B,277,0,0,0
16,9,B,215,0,0,0
16,9,B,438,0,0,0
16,9,B,1,0,0,0
16,9,C,34,0,0,0
16,9,C,320,0,0,0
16,9,C,553,0,0,0
16,9,C,581,0,0,0
16,9,C,240,0,0,0
16,9,C,286,0,0,0
16,9,C,506,0,0,0
16,9,C,434,0,0,0
16,9,C,363,0,0,0
16,9,C,127,0,0,0
16,9,C,550,0,0,0
16,9,C,111,0,0,0
16,9,C,168,0,1,0
16,9,C,286,0,0,0
16,10,A,4,0,0,0
16,10,A,49,0,0,0
16,10,A,452,0,0,0
16,10,A,481,0,1,0
16,10,A,373,0,0,0
16,10,A,207,0,1,0
16,10,A,205,0,1,0
16,10,A,229,0,0,0
16,10,A,495,0,0,0
16,10,A,435,0,0,0
16,10,A,99,0,0,0
16,10,A,325,0,0,0
16,10,A,505,0,0,1
16,10,A,198,0,0,0
16,10,A,499,0,0,0
16,10,A,454,0,0,0
16,10,B,423,0,0,0
16,10,B,587,0,0,1
16,10,B,203,0,0,0
16,10,B,497,0,0,0
16,10,B,189,0,0,0
16,10,B,203,0,0,0
16,10,B,336,0,0,1
16,10,B,9,0,0,1
16,10,B,10,0,0,0
16,10,B,449,1,0,0
16,10,B,217,0,0,0
16,10,B,338,0,0,0
16,10,B,594,1,0,0
16,10,B,185,0,0,1
16,10,C,427,0,0,0
16,10,C,596,0,0,0
16,10,C,387,0,0,0
16,10,C,499,0,0,0
16,10,C,350,0,0,0
16,10,C,554,0,1,0
16,10,C,200,0,0,0
16,10,C,421,0,0,0
16,10,C,245,0,0,0
16,10,C,360,0,0,0
16,10,C,462,0,1,0
16,10,C,507,0,0,0
16,10,C,47,0,0,0
16,10,C,366,0,1,0
17,1,A,332,0,0,0
17,1,A,61,0,0,0
17,1,A,609,0,1,0
17,1,A,699,0,1,0
17,1,A,635,0,0,0
17,1,A,30,0,0,1
17,1,A,673,0,0,0
17,1,A,423,0,0,0
17,1,A,222,0,0,1
17,1,A,826,0,0,0
17,1,A,767,0,0,0
17,1,A,839,0,0,0
17,1,A,83,0,0,0
17,1,B,9,0,0,0
17,1,B,356,0,0,0
17,1,B,396,0,0,0
17,1,B,711,0,0,0
17,1,B,906,0,0,1
17,1,B,370,0,0,0
17,1,B,690,0,0,1
17,1,C,415,0,1,0
17,1,C,866,0,0,0
17,1,C,316,0,0,0
17,1,C,349,0,0,0
17,1,C,743,0,0,0
17,1,C,462,0,0,0
17,2,A,868,0,0,0
17,2,A,999,0,1,0
17,2,A,771,0,0,0
17,2,A,460,0,1,0
17,2,B,123,0,0,0
17,2,B,870,0,0,1
17,2,B,542,0,0,0
17,2,B,507,1,0,0
17,2,B,243,0,0,1
17,2,C,409,0,0,0
17,2,C,887,0,0,0
17,2,C,341,0,0,0
17,2,C,194,0,0,0
17,2,C,200,0,0,0
17,2,C,632,0,0,0
17,3,A,695,0,1,0
17,3,A,271,0,0,0
17,3,A,708,0,0,0
17,3,A,403,0,1,0
17,3,A,341,0,1,0
17,3,A,840,0,0,0
17,3,A,435,0,0,1
17,3,A,568,0,0,0
17,3,A,697,0,1,0
17,3,A,204,0,0,0
17,3,A,779,0,1,0
17,3,B,628,0,0,1
17,3,B,558,0,0,0
17,3,B,156,1,0,0
17,3,B,407,0,0,0
17,3,B,575,0,0,1
17,3,C,698,0,1,0
17,3,C,994,0,0,0
17,3,C,933,0,1,0
17,3,C,311,0,1,0
17,3,C,646,0,1,0
17,3,C,394,0,0,0
17,3,C,769,0,0,0
17,4,A,173,0,1,0
17,4,A,528,0,0,0
17,4,A,616,0,1,0
17,4,A,71,0,1,0
17,4,A,718,0,0,0
17,4,A,682,0,0,0
17,4,B,570,0,0,1
17,4,B,671,0,0,1
17,4,B,789,0,0,1
17,4,B,244,0,0,0
17,4,B,467,0,0,1
17,4,B,372,0,0,1
17,4,C,329,0,0,0
17,4,C,305,0,1,0
17,4,C,754,0,0,0
17,4,C,250,0,1,0
17,4,C,719,0,0,0
17,4,C,293,0,0,0
17,4,C,450,0,0,0
17,5,A,651,0,0,0
17,5,A,552,0,1,0
17,5,A,217,0,0,0
17,5,A,330,0,0,1
17,5,A,999,0,0,1
17,5,A,916,0,0,1
17,5,A,861,0,0,0
17,5,B,223,0,0,0
17,5,B,243,0,0,0
17,5,C,721,0,1,0
17,5,C,44,0,0,0
17,5,C,291,0,1,0
17,5,C,913,0,0,0
17,5,C,925,0,0,0
17,6,A,272,0,1,0
17,6,A,577,0,0,0
17,6,A,650,0,0,0
17,6,A,493,0,1,0
17,6,A,499,0,0,1
17,6,A,318,0,0,0
17,6,B,73,0,0,0
17,6,B,776,0,0,0
17,6,B,939,0,0,0
17,6,B,520,1,0,0
17,6,C,821,0,0,0
17,6,C,169,0,0,0
17,6,C,962,0,0,0
17,6,C,907,0,0,0
17,6,C,711,0,0,0
17,6,C,832,0,0,0
17,6,C,472,0,0,0
17,7,A,438,0,1,0
17,7,A,91,0,1,0
17,7,A,139,0,1,0
17,7,A,179,0,1,0
17,7,A,534,0,1,0
17,7,A,146,0,0,0
17,7,A,487,0,0,0
17,7,A,304,0,0,0
17,7,A,356,0,0,0
17,7,B,180,0,0,0
17,7,B,218,0,0,0
17,7,B,33,0,0,1
17,7,B,69,0,0,0
17,7,B,32,0,0,0
17,7,B,529,0,0,1
17,7,B,195,1,0,0
17,7,B,547,0,0,1
17,7,B,148,0,0,1
17,7,B,133,1,0,0
17,7,B,202,0,0,0
17,7,B,556,1,0,0
17,7,B,40,0,0,1
17,7,B,450,0,0,0
17,7,C,300,0,0,0
17,7,C,482,0,0,0
17,7,C,283,0,0,0
17,7,C,19,0,0,0
17,7,C,401,0,0,0
17,7,C,562,0,0,0
17,7,C,408,0,0,0
17,7,C,538,0,0,0
17,8,A,373,0,0,0
17,8,A,13,0,0,0
17,8,A,357,0,0,0
17,8,A,436,0,1,0
17,8,A,48,0,1,0
17,8,B,471,0,0,0
17,8,B,407,0,0,1
17,8,B,580,0,0,0
17,8,B,297,0,0,0
17,8,B,25,0,0,0
17,8,B,164,0,0,0
17,8,B,191,0,0,0
17,8,B,108,0,0,1
17,8,B,14,0,0,1
17,8,B,76,0,0,0
17,8,B,570,0,0,1
17,8,B,331,0,0,1
17,8,C,235,0,0,0
17,8,C,517,0,0,0
17,8,C,223,0,0,0
17,8,C,338,0,0,0
17,8,C,68,0,0,0
17,8,C,424,0,0,0
17,8,C,220,0,0,0
17,8,C,45,0,0,0
17,8,C,309,0,0,0
17,8,C,232,0,0,0
17,8,C,494,0,0,0
17,8,C,266,0,0,0
17,8,C,205,0,1,0
17,8,C,145,0,0,0
17,9,A,493,0,0,0
17,9,A,59,0,0,0
17,9,A,157,0,0,0
17,9,A,246,0,0,0
17,9,A,342,0,0,0
17,9,A,174,0,0,0
17,9,A,244,0,0,1
17,9,A,40,0,0,0
17,9,A,234,0,0,1
17,9,A,590,0,0,0
17,9,B,496,0,0,0
17,9,B,583,0,0,0
17,9,B,98,0,0,0
17,9,B,498,0,0,1
17,9,B,447,0,0,0
17,9,B,575,0,0,1
17,9,B,133,0,0,1
17,9,B,465,0,0,0
17,9,C,400,0,0,0
17,9,C,243,0,0,0
17,9,C,477,0,0,0
17,9,C,393,0,0,0
17,9,C,432,0,0,0
17,9,C,493,0,0,0
17,10,A,94,0,0,0
17,10,A,195,0,1,0
17,10,A,284,0,0,0
17,10,A,460,0,0,1
17,10,A,431,0,0,1
